Age,Income,EducationYears,EmploymentStatus,Purchase
20,80689,15,1,1
34,41243,15,0,1
26,90824,14,1,1
42,66060,15,1,1
25,97842,14,0,0
24,57045,15,0,0
50,65214,13,0,0
39,54801,17,0,1
59,73083,12,1,1
35,79681,17,0,0
45,41113,12,1,1
53,77627,14,1,0
41,52388,16,1,1
34,56215,13,1,1
21,64635,13,0,0
20,83844,15,0,1
32,82554,16,1,1
24,53343,17,0,1
26,49700,17,0,0
33,55000,12,1,1
51,82642,14,0,0
50,70039,15,0,1
27,60512,15,1,0
56,63032,16,0,1
42,61761,15,1,1
38,79143,12,1,0
29,64029,16,1,1
56,90609,12,0,0
47,90127,15,1,0
38,90749,14,0,1
55,91780,14,0,1
42,74978,15,0,1
38,50948,16,0,0
58,76800,13,0,1
25,92973,15,0,1
47,94685,13,1,1
22,51030,12,1,1
34,55030,13,1,0
45,51295,17,0,1
21,61520,14,0,1
51,65348,12,1,1
55,97988,12,0,0
41,58871,13,0,0
52,51871,15,0,0
27,71070,14,1,0
30,92333,17,0,0
29,84855,16,1,1
47,84487,17,1,1
52,57346,15,0,0
34,60875,12,1,1
53,78754,17,0,1
27,50206,16,1,1
57,61238,13,1,0
57,94439,14,0,1
35,87281,12,0,0
55,84670,12,0,1
38,64485,12,1,1
33,59470,14,0,1
54,42365,16,1,1
35,54077,16,1,0
43,69944,16,0,1
51,90497,17,1,1
35,70704,16,0,1
58,78243,12,1,1
55,55053,16,0,0
30,58179,13,0,1
43,61539,17,0,0
23,46618,14,1,1
55,76846,16,0,0
22,42198,13,0,1
38,51583,16,0,0
57,60107,16,0,0
55,83806,17,1,0
33,87719,17,1,1
47,51970,14,1,0
20,51133,17,0,1
43,90458,14,0,1
42,60800,12,0,0
35,49676,17,1,1
42,63816,13,0,1
33,91319,13,1,1
38,41217,14,1,1
44,81339,16,0,1
52,44735,15,1,1
57,84463,17,1,1
49,69980,13,1,1
48,74997,14,0,0
45,84981,16,0,0
25,49847,16,1,1
59,95960,16,1,1
57,60099,17,0,1
36,93023,12,0,0
55,64217,14,0,0
48,90738,15,1,1
27,58645,17,1,1
22,83449,12,0,0
44,41762,14,0,1
51,43662,14,0,1
29,97559,14,1,0
41,49909,13,0,1
22,51573,15,1,1
49,89197,15,0,0
40,85172,17,0,0
54,84736,15,1,1
34,49649,14,0,0
24,72367,16,0,0
48,83504,15,0,1
55,94911,12,0,1
54,92055,17,1,1
24,81708,15,0,1
41,54452,12,1,1
53,65838,16,0,1
35,71568,16,1,1
37,92225,12,0,0
54,57763,15,1,1
54,57236,17,0,1
56,59810,13,0,1
42,63559,13,0,0
32,82471,14,1,1
46,79532,12,1,1
52,97590,17,1,0
22,47376,13,0,0
52,67618,17,0,0
53,93774,13,1,1
29,58626,17,0,0
27,41556,14,1,0
43,43989,16,1,1
27,56421,12,1,1
31,49031,13,0,1
42,40153,14,0,0
55,92544,15,0,1
44,50690,13,1,0
29,46579,14,0,0
41,80020,14,1,0
43,59416,17,1,1
43,43366,17,1,1
44,88976,16,1,1
26,63378,17,1,1
40,67929,12,1,1
56,49072,12,1,1
52,71868,16,1,1
39,90283,12,1,1
20,58043,13,1,1
24,77413,15,0,1
41,53214,17,0,1
51,48228,17,0,1
27,42759,16,1,0
32,87173,17,1,1
37,64579,15,0,1
49,77836,17,0,1
23,90773,14,0,1
50,99697,12,1,1
46,51449,17,0,1
43,64962,16,1,1
53,44171,16,1,1
37,84125,16,1,1
38,87671,17,1,1
49,57601,12,0,0
22,66420,16,0,0
40,66294,12,0,1
41,92684,13,0,0
56,50335,17,0,1
49,63375,14,0,0
24,51166,15,1,1
50,91735,16,1,1
22,80124,16,0,0
28,78396,16,0,1
32,42915,16,1,0
26,86341,16,0,0
45,68504,15,1,0
56,90729,16,0,0
43,54672,17,0,0
20,63555,16,1,1
21,88891,15,0,0
46,92711,12,1,1
28,53350,14,0,1
38,80429,12,0,1
38,74629,16,1,1
33,82205,16,1,1
27,62226,17,0,1
57,79131,15,1,1
23,83644,13,1,1
40,85924,15,0,0
22,48510,14,1,1
36,90307,15,0,1
34,88860,16,1,1
32,98639,16,1,1
38,60607,15,0,0
39,86204,12,0,1
22,44099,15,0,0
24,45581,16,0,0
43,55255,16,0,1
42,77494,13,1,1
32,60135,14,1,0
59,73189,16,0,0
21,98240,16,1,1
38,45729,12,1,0
38,93738,13,0,1
23,57443,12,0,0
41,61312,13,0,1
59,82542,16,0,1
28,54194,17,0,1
21,62913,14,1,0
57,72125,15,1,1
52,98542,17,0,1
38,59432,13,1,1
51,80500,15,1,1
54,76412,15,1,1
56,66016,15,0,1
54,67175,12,1,1
35,48062,15,1,1
40,59149,14,1,1
37,92481,16,1,0
59,54467,12,1,1
22,48464,13,1,0
33,66805,13,1,0
56,93339,15,1,1
32,79427,16,0,1
54,94036,12,0,1
49,80920,12,0,0
39,98398,17,0,1
29,88865,14,1,0
47,77999,17,0,1
25,86257,16,0,0
57,75603,13,1,1
43,75565,15,0,0
44,96198,13,1,1
30,64035,12,0,0
30,52333,13,1,1
28,51965,14,1,1
23,74942,13,1,1
36,83134,15,0,0
48,49927,16,0,0
58,56882,12,0,1
45,58192,13,0,1
56,96428,17,0,1
28,57192,17,1,1
50,63708,15,1,1
30,89728,13,0,0
56,81180,14,1,1
41,80653,14,1,0
59,73766,17,0,0
48,76773,14,1,1
55,50228,14,1,1
53,49496,14,1,0
47,94651,13,0,0
48,58988,13,0,0
21,60494,13,1,0
50,53725,16,1,0
50,47497,14,0,0
34,95827,16,1,0
21,94877,15,1,1
52,70752,13,1,1
30,82058,17,1,1
46,49076,12,1,0
33,73733,16,0,1
30,40058,16,1,1
41,68879,13,1,1
43,76466,16,0,1
32,70522,14,1,1
55,63734,15,1,1
49,89995,16,0,1
36,75777,15,1,1
29,67403,12,0,0
32,47225,16,1,1
34,70727,14,1,0
33,56906,15,0,1
48,41997,16,1,1
30,75892,12,0,0
46,90969,17,0,1
48,64975,15,0,1
20,41551,16,0,0
47,56253,13,0,1
27,50041,13,1,1
25,76686,13,0,0
31,63613,15,0,1
21,96763,16,0,1
40,46830,15,0,1
51,80854,12,1,1
49,92614,12,1,1
28,55569,14,1,0
52,61659,13,1,1
47,47738,15,1,1
52,82815,14,0,1
50,65767,14,0,1
30,61659,17,1,0
47,82349,15,0,1
24,60529,14,1,1
30,50256,15,1,1
44,56782,17,1,0
56,80275,17,1,1
20,82598,14,0,1
45,97239,14,0,1
24,41187,12,1,0
26,98269,12,0,1
46,79469,15,1,1
25,44121,15,1,1
51,65009,17,1,0
36,73325,13,1,1
38,56628,12,0,1
29,84446,12,0,0
48,47932,15,0,0
22,91592,16,0,0
50,45380,17,0,1
46,43271,17,0,1
28,50379,12,0,1
41,86559,12,1,1
46,47598,12,1,1
47,81963,13,0,0
59,83966,17,1,1
27,46182,12,0,1
23,45276,14,0,1
56,81211,17,1,1
55,43695,15,1,0
44,91194,17,1,1
37,73137,14,1,0
45,50648,16,1,1
46,51449,16,1,0
55,95280,15,0,1
42,93852,14,1,1
36,54398,14,1,0
31,70454,12,0,1
43,68801,13,0,0
20,58977,15,0,0
42,97552,12,0,1
33,65625,13,1,0
22,90508,17,1,1
55,89401,15,0,1
21,68603,13,0,1
20,73228,17,1,1
41,88484,12,1,1
30,70741,17,1,1
26,99019,17,1,1
50,66244,15,0,1
56,65508,16,0,0
53,99363,17,0,0
25,71687,17,0,0
35,88561,14,0,1
54,71125,15,1,0
29,70868,15,0,1
48,88961,12,1,1
57,55922,16,0,0
42,99370,13,1,1
23,76713,17,0,1
22,84831,13,0,0
44,91108,16,0,0
26,66922,16,0,1
25,74164,13,0,1
22,79946,12,0,0
34,95638,12,0,1
26,95334,12,1,1
24,60320,14,1,1
33,87281,13,1,1
38,49412,16,1,0
54,79909,16,0,1
42,91112,14,1,0
51,62575,14,0,0
56,76317,12,0,1
49,56113,13,0,1
25,49394,15,0,0
52,56752,17,1,1
47,77837,15,1,1
58,51992,12,1,1
58,49921,17,1,1
41,86384,15,0,1
47,59849,15,1,1
46,90095,12,1,1
47,73672,15,1,1
48,48341,15,0,1
42,84923,13,0,0
45,74844,16,1,1
53,57277,17,0,0
26,43400,17,0,1
48,85692,13,0,1
34,76477,14,1,0
28,58535,14,0,1
59,71269,17,0,1
34,59706,15,1,1
30,80126,14,0,0
55,59605,16,1,1
39,54276,14,1,1
53,92677,15,0,1
35,63764,16,0,0
36,54819,12,1,0
26,93510,13,1,0
36,97592,12,1,1
37,86038,13,1,1
49,65228,17,0,1
44,90015,13,1,0
51,89117,12,1,1
55,79886,14,0,0
56,51994,17,0,1
34,95384,16,0,1
30,60829,13,0,0
48,53500,12,1,0
27,92476,12,1,0
46,65165,13,1,0
59,80835,15,1,1
49,68736,13,1,1
32,87991,15,1,1
56,85698,17,0,1
32,92023,12,1,1
56,70376,15,1,0
21,48661,16,0,1
37,88263,12,1,1
55,87782,12,0,0
53,52313,13,1,1
48,83206,14,1,1
49,79263,17,0,1
44,77549,16,0,1
46,41037,13,0,1
53,79402,13,1,1
28,95125,13,1,0
41,60703,15,0,0
38,63799,15,0,1
28,63229,12,1,1
37,56281,14,1,0
39,56620,12,1,1
22,56461,15,0,1
59,85493,14,1,1
39,45933,12,1,1
57,58243,15,0,1
33,62317,12,0,1
47,43825,17,1,1
36,98597,16,1,1
37,49713,17,1,1
34,59052,13,0,0
43,59789,16,1,0
46,67431,15,0,1
48,68762,13,1,1
43,75236,12,0,0
56,43405,15,1,0
21,74961,15,1,1
43,53342,16,0,1
33,96819,12,1,1
59,82468,16,1,1
31,49191,17,0,0
34,41395,14,0,1
21,97122,15,1,0
37,41740,14,1,1
29,49348,12,1,0
36,77078,15,0,1
31,73873,16,0,1
31,62967,16,0,1
58,40186,16,1,1
26,93347,13,1,1
25,97544,15,1,1
48,79257,12,0,1
29,66907,14,1,0
59,56283,13,0,0
56,54701,15,0,0
29,45142,15,1,1
24,85450,14,0,1
43,81455,13,1,0
59,63963,16,0,1
52,50969,12,0,0
33,74723,13,0,1
52,58514,13,0,0
23,86720,15,1,0
49,54556,15,1,0
37,89475,14,1,0
44,93685,17,0,1
28,52585,13,1,1
24,76091,16,1,1
27,63678,13,0,0
50,67803,13,1,1
39,45935,17,1,1
31,40260,17,1,0
24,60614,14,0,0
23,96013,12,1,0
22,61970,13,1,0
29,46827,14,0,0
37,72008,16,1,1
48,79257,17,0,1
52,59473,17,1,1
50,52339,15,1,0
55,64272,14,0,1
24,59284,13,0,0
40,44433,13,1,1
56,62784,15,1,1
50,52754,15,0,0
49,94693,15,1,1
56,83422,12,0,1
56,99220,16,0,1
44,59561,12,1,1
29,60916,15,0,1
34,93127,16,0,1
24,65671,13,0,0
35,56060,15,0,1
29,83783,17,1,1
51,46350,17,0,0
47,61382,12,1,1
39,65384,15,0,1
57,79375,12,0,1
39,80326,15,0,0
37,86917,12,1,0
30,53190,13,0,0
34,65303,17,0,1
47,69974,13,0,0
38,68978,15,1,1
25,49948,13,1,0
24,65675,17,0,0
54,59368,17,1,1
25,94151,15,0,0
29,48739,13,0,0
53,95954,12,1,1
40,76784,16,1,0
43,52030,12,1,0
35,49999,16,1,1
27,88267,15,0,1
58,74258,12,0,0
44,57604,15,0,1
43,89016,12,0,0
25,55067,12,1,0
32,89780,17,1,1
40,99457,15,0,0
32,74759,16,0,0
48,77907,17,0,1
55,66059,17,1,1
41,93958,13,1,1
25,92704,15,1,0
58,75397,14,0,1
37,97133,15,0,1
21,74471,13,0,0
32,64692,14,0,0
28,78739,15,1,0
23,67390,14,1,1
56,76932,15,1,1
33,77269,15,1,0
43,90844,16,0,0
27,79089,15,0,0
59,74712,17,0,1
50,87974,16,0,0
56,42187,15,0,0
28,46005,13,1,1
30,44563,14,0,0
25,54049,16,1,1
59,61548,14,1,1
22,88359,16,1,1
39,83471,15,0,1
23,72398,14,0,0
44,61907,14,0,0
30,50212,13,1,0
42,41724,16,0,1
21,41000,14,1,1
39,66874,17,1,0
48,77225,16,0,1
49,46194,17,0,1
53,89460,17,1,0
42,58301,17,0,0
27,87962,15,0,1
28,52728,17,0,0
49,52639,12,1,1
39,64498,14,0,1
42,67303,12,1,1
28,82151,12,0,0
27,41979,13,1,0
20,52715,15,0,0
48,95461,15,0,1
25,73543,12,0,0
39,47608,15,0,1
27,63628,12,1,1
58,47594,14,1,1
45,53921,16,0,1
25,98448,15,0,1
55,81490,12,1,1
44,44529,12,1,0
30,63366,16,0,0
29,95897,15,0,1
56,71487,16,0,0
41,73227,17,1,1
36,55957,12,0,1
56,63267,12,1,1
36,86265,14,1,1
26,57619,12,0,0
45,58541,13,1,1
54,55771,16,1,1
23,52486,16,1,0
42,64387,13,1,1
49,52800,12,1,0
44,81589,13,1,1
53,72011,14,0,1
55,88831,16,0,0
44,85669,16,0,0
58,98956,12,1,1
31,43574,14,1,1
55,56255,12,0,0
44,92162,15,0,0
27,63281,16,1,1
56,79854,16,0,1
31,45431,16,1,1
20,81206,16,0,0
56,80375,15,1,1
25,71871,14,0,1
29,40438,12,0,0
25,50857,16,1,1
34,69966,16,1,1
42,95909,12,0,0
58,79024,17,0,1
53,42566,17,1,0
55,57805,17,0,1
28,67411,16,1,1
51,75753,14,0,1
22,83627,13,0,1
56,63231,17,0,1
40,47317,15,1,1
39,55813,16,1,1
50,78947,12,1,0
29,71119,14,1,1
40,62250,17,0,0
53,98214,14,1,1
59,59622,12,1,1
54,93795,12,0,1
46,95302,17,0,0
38,66812,15,1,1
56,75989,17,0,1
55,44346,16,1,1
30,87149,16,0,1
31,61197,14,1,0
25,45079,15,1,1
48,64927,17,0,0
56,64113,12,1,1
31,46685,14,1,0
58,93985,13,0,1
36,71549,17,1,1
55,53855,16,1,1
40,55592,17,1,1
54,85530,16,1,1
32,41825,15,1,1
23,67861,16,0,1
58,75336,17,1,1
27,80304,15,1,1
31,92735,12,0,0
41,93452,17,0,1
41,94055,16,0,1
34,80370,13,0,1
31,69580,16,1,1
21,90376,13,1,1
32,43739,13,0,1
43,93472,16,0,1
25,85226,16,0,1
57,71556,17,0,0
32,96748,12,1,1
38,99882,16,1,0
44,96388,16,0,1
40,95103,13,1,0
36,46698,14,1,1
35,67121,14,1,1
34,94166,16,0,0
57,47504,12,0,1
56,91256,17,0,1
43,64144,13,0,1
55,98331,14,1,1
40,79756,14,1,1
30,73810,15,1,1
27,81610,17,1,1
59,60895,12,0,1
41,90169,15,1,1
21,57724,16,1,1
30,48675,15,0,1
49,77383,12,1,1
47,91110,13,0,1
55,58522,13,0,1
52,44545,16,1,1
27,64017,17,0,0
58,82761,17,0,1
42,64362,17,1,1
40,54019,15,1,0
24,80408,16,0,0
42,60867,15,0,0
56,93521,14,1,1
52,50001,12,0,0
20,96160,16,1,1
39,67875,13,0,0
36,58443,17,0,0
29,97807,12,1,1
23,42904,12,1,1
36,57248,15,1,1
35,51528,14,0,0
37,97288,13,1,1
32,44063,12,1,0
54,71598,13,1,1
44,76060,17,0,1
20,52788,14,1,0
52,66945,15,0,1
28,85154,12,1,0
55,40419,16,0,1
35,59680,12,1,0
54,64265,12,0,1
57,40082,16,0,1
44,95411,16,0,1
40,90398,13,1,1
43,81813,12,0,0
38,62340,16,1,1
25,62222,17,0,0
22,98930,17,0,0
41,71894,16,0,0
56,59786,17,0,1
47,83798,12,1,0
31,79182,15,1,1
32,73894,15,0,0
33,83884,16,1,1
46,66019,12,0,1
53,40334,13,0,1
32,78254,17,1,1
58,52389,14,1,1
38,73773,15,1,0
47,54021,16,1,0
25,66096,13,0,1
30,42189,14,1,1
51,47160,13,1,0
21,60739,12,1,1
46,99817,12,1,0
41,69362,16,0,0
43,56442,13,0,1
41,63082,13,1,1
35,89161,16,0,1
56,59966,16,0,1
21,92146,16,1,1
42,98049,16,1,1
27,57762,17,0,0
29,86533,14,0,0
28,95607,15,1,1
32,40813,17,1,1
47,81908,13,1,1
23,50837,12,1,1
41,67917,17,0,1
33,92788,13,1,1
58,73403,16,0,0
56,64956,17,0,0
55,94984,12,0,1
21,98205,13,1,1
36,48766,13,1,1
30,74453,13,1,1
33,91130,14,0,0
28,89715,16,0,1
25,65833,16,0,0
39,80807,13,1,1
54,79937,16,1,1
51,49257,15,0,0
58,89398,17,0,1
38,79800,13,0,0
26,70026,17,1,1
34,65030,13,1,0
51,68227,16,0,0
52,98895,15,0,0
51,81961,17,0,0
37,51632,15,1,0
20,55810,15,1,1
40,64281,17,1,1
30,95360,16,1,1
38,52979,16,0,1
55,92356,15,1,1
51,62187,15,1,0
49,42720,15,1,1
52,44624,15,0,1
34,51278,14,1,1
36,87705,15,0,1
52,98582,15,1,1
48,55726,17,1,1
34,55741,14,0,0
59,72660,15,1,0
44,73149,15,1,0
36,81657,14,0,0
41,50907,12,0,1
31,62787,12,0,1
57,42613,16,0,1
54,90449,14,1,1
53,85521,13,0,1
42,59126,16,1,1
58,93765,15,1,1
36,40395,13,0,1
56,43935,13,1,1
20,91263,14,1,1
46,48197,12,0,0
33,40755,14,1,0
45,91430,16,0,1
34,64612,15,1,1
51,50545,13,1,1
52,78484,14,0,1
45,97228,15,1,1
27,73228,13,0,1
32,67548,15,1,1
36,50563,17,0,1
25,70287,13,0,0
41,97662,12,0,1
46,75901,16,1,1
29,47080,16,0,0
28,68870,14,1,1
25,82328,14,1,1
48,46459,17,1,0
38,72570,13,1,1
48,96666,15,0,1
56,88738,12,1,1
46,47057,12,0,0
24,93062,17,1,0
57,90775,17,1,1
24,71971,14,0,1
27,63310,14,1,0
22,79031,17,1,1
30,55814,16,1,1
59,73551,15,0,0
49,84142,12,0,1
28,99162,16,0,0
45,91838,12,0,1
58,55128,17,1,1
36,80834,16,0,0
35,82943,14,1,1
23,96230,12,1,0
40,76634,16,1,0
50,49982,14,0,0
46,83439,15,0,1
38,53222,13,1,0
27,85040,17,1,0
48,89236,15,1,1
59,65208,14,0,1
39,75240,13,0,0
50,56112,14,0,1
21,93496,12,1,1
41,96219,14,0,0
54,60381,12,0,0
25,68307,17,1,1
24,65880,17,0,0
54,79179,15,0,1
46,59275,16,0,1
43,65642,13,1,1
59,97599,17,1,1
25,90525,17,0,0
50,45056,15,0,0
44,56988,16,1,1
53,69772,15,0,0
48,79211,17,0,1
28,55579,17,1,1
52,40605,12,1,0
45,81715,14,1,1
28,58120,12,0,0
29,81855,16,1,1
46,70109,13,1,1
26,53287,12,1,0
43,80840,15,1,1
51,52638,16,0,0
48,74023,17,1,1
35,41889,14,0,0
24,91851,13,0,0
51,62675,15,1,1
41,63407,17,1,0
33,92854,12,1,0
44,63925,13,1,1
52,66555,17,0,1
44,46314,14,1,1
24,53174,17,1,1
46,84786,12,0,1
56,97163,17,1,1
39,58775,14,1,1
22,70871,12,1,1
41,44675,16,0,0
25,68468,17,1,0
50,89362,15,0,0
24,49586,12,0,0
46,81011,14,0,0
50,67599,12,0,1
35,50439,15,1,0
31,49540,12,1,1
45,75281,15,0,1
58,76767,15,0,1
29,46105,13,1,1
44,59497,15,0,0
45,88985,12,0,0
23,86886,12,0,1
46,55947,12,0,1
54,78331,16,1,1
43,90031,15,1,1
51,95763,13,0,1
22,50991,13,0,1
28,80529,12,0,1
31,77526,17,1,1
54,63489,13,1,1
55,88963,12,1,0
29,77029,15,1,1
33,60313,15,0,1
59,42780,17,1,1
34,96921,13,1,1
27,49535,13,0,0
35,94637,12,0,1
55,98111,17,0,0
49,58266,13,1,1
22,89365,15,1,1
38,87775,14,1,1
52,45394,16,0,1
31,85413,14,1,1
52,62373,15,1,1
26,48999,13,1,1
29,91146,16,1,1
58,65238,12,1,1
31,78213,12,0,0
56,56196,15,1,1
52,52385,15,0,0
41,44601,14,1,1
39,46888,16,0,0
46,51754,17,0,1
45,63901,17,0,0
59,92524,13,1,1
52,78070,15,0,1
25,46292,16,1,1
46,91141,16,0,1
45,92346,14,0,1
52,85167,12,0,1
37,71375,17,1,1
24,54192,17,0,1
25,42852,14,0,1
56,61533,16,1,1
37,44341,13,1,0
32,90894,14,0,0
32,67887,13,1,1
21,80625,17,0,0
57,70836,13,0,0
20,86688,17,0,1
43,55088,14,1,1
26,98074,13,1,1
30,49062,14,0,0
29,63158,17,0,0
41,56763,17,0,0
47,47872,13,1,1
36,55001,12,1,1
58,86106,13,0,1
47,90191,13,0,0
58,89798,17,0,1
34,99684,15,0,1
30,88143,15,1,1
49,99655,12,0,0
57,64356,16,1,1
47,61703,17,0,1
48,99485,15,0,1
42,88888,14,1,1
59,74401,17,0,1
40,45702,14,0,0
52,45654,17,1,1
32,67673,14,0,1
49,41123,16,0,0
23,48742,17,1,0
31,47753,15,0,1
42,71177,17,1,1
29,55680,15,1,1
48,50784,16,1,1
37,81069,13,1,1
42,77036,17,0,0
26,49893,14,0,1
35,66716,13,1,1
59,67978,13,0,0
39,69718,15,0,1
46,95496,16,1,1
43,99155,17,1,1
35,95352,12,1,1
40,79323,14,0,1
50,45682,16,0,0
53,69820,13,0,1
20,85012,17,0,1
35,90510,15,0,0
51,55062,16,0,1
48,60438,17,1,1
27,78797,14,1,1
49,69830,13,0,1
33,78526,17,1,0
46,55583,14,1,1
58,68063,14,0,1
24,48456,15,0,0
55,64778,15,0,0
53,68048,16,0,1
29,91397,15,1,1
26,74768,15,1,1
57,65978,16,0,1
55,50696,14,1,1
34,74634,13,1,1
38,44742,12,0,0
51,60108,13,0,0
33,80512,14,1,1
25,60804,16,0,1
39,62975,12,1,1
33,43257,12,0,1
47,80893,16,0,0
44,42367,12,0,0
53,61669,16,1,1
24,56377,13,1,0
32,50498,16,1,1
47,77370,14,1,0
33,74219,16,1,1
34,71109,15,1,1
21,60537,15,1,1
26,88530,14,1,1
43,41671,13,0,1
26,52521,13,1,1
56,79010,13,1,1
23,42355,13,0,1
23,55565,13,0,0
23,70774,17,0,0
58,55379,13,1,0
24,49955,15,1,1
50,52051,13,1,1
30,98834,16,0,1
26,81721,12,1,1
58,75695,14,1,1
51,90154,14,1,1
52,97076,14,1,1
44,42015,12,1,1
45,83642,15,1,1
46,65103,16,0,0
49,73749,17,1,1
25,67441,15,0,1
32,96979,14,1,0
23,69179,16,0,0
39,51966,17,1,0
56,51796,17,0,1
21,76990,16,1,1
25,44899,17,1,0
35,89841,14,1,1
32,90058,13,1,1
28,83885,16,1,1
58,53991,15,1,1
51,86092,13,1,1
26,48589,12,0,0
27,52180,12,1,1
59,56629,16,0,0
33,83198,13,0,0
28,60027,12,1,0
41,74238,17,1,1
26,72581,17,0,1
31,64404,15,0,1
29,47995,17,1,1
53,54790,15,1,1
32,43258,12,0,0
56,52121,16,0,0
22,98788,13,0,1
47,92501,16,1,1
47,74630,17,1,1
56,95110,16,1,1
35,73628,15,1,1
58,48745,17,1,1
41,49126,15,1,1
51,61384,13,0,1
28,78612,14,1,1
54,59955,12,1,1
28,75456,17,1,1
22,63277,17,1,1
36,58727,15,0,0
31,82603,13,1,1
30,48645,12,1,1
32,75278,12,0,1
38,93926,15,0,0
45,57804,17,1,1
24,61741,12,1,0
21,84653,15,1,0
25,70415,14,0,0
22,70639,16,1,1
22,96406,13,1,1
59,98627,13,0,1
38,60022,16,0,0
36,46207,15,0,0
37,49106,13,0,0
40,63081,14,0,0
34,79435,14,1,1
40,54836,13,0,0
53,89162,14,1,1
29,80081,12,0,0
28,52238,13,1,1
44,87801,17,1,1
45,79781,14,0,1
54,81171,15,1,1
51,85020,12,0,1
55,99194,16,1,1
38,67861,15,1,1
25,61481,14,0,0
43,84802,16,0,1
53,87916,12,0,0
50,41415,15,1,1
54,64298,14,1,1
49,87864,12,1,1
32,50234,16,1,1
27,43397,12,0,0
24,40761,13,1,1
20,41895,17,0,0
20,76680,16,0,0
58,72951,15,1,1
29,75501,17,0,1
40,65954,15,1,0
28,56012,15,0,0
26,59230,15,0,0
40,67970,17,0,0
21,51474,16,0,1
24,55633,17,1,1
48,58939,12,0,1
21,62456,13,1,1
39,42247,12,0,0
50,56291,17,1,1
22,96716,12,0,1
36,83198,15,1,1
34,98772,15,0,0
42,78529,14,1,1
36,65095,12,1,1
31,89918,14,0,0
34,89590,17,1,0
40,92943,13,1,1
51,62429,15,0,0
30,78141,14,1,1
34,84484,16,1,1
58,97484,16,1,1
31,65415,16,1,0
33,77959,17,1,1
20,64371,16,0,1
27,88626,12,0,1
32,95914,13,0,1
21,56068,13,0,1
38,77642,16,1,0
23,97791,15,0,0
22,42174,16,0,1
42,99643,12,0,1
46,41143,17,0,0
38,55675,12,1,1
54,53023,14,1,1
29,79437,14,0,1
23,76952,16,0,0
32,97815,12,0,1
58,80059,16,0,0
49,99692,14,1,1
41,93770,13,0,1
21,47381,14,0,1
46,79658,17,1,1
51,54312,14,0,0
47,46009,15,0,1
28,94514,17,1,1
37,49094,13,0,0
44,48148,16,1,1
26,43628,17,1,0
26,50500,14,0,0
46,45983,14,0,0
31,64423,15,1,0
43,86044,14,1,0
32,74832,13,1,1
51,85633,16,0,1
51,43819,17,0,1
36,59424,16,0,1
59,49410,17,0,0
49,82103,17,0,1
43,65757,13,1,1
56,72074,13,1,1
45,99544,17,0,1
45,71496,13,0,1
57,47983,14,1,1
37,58526,13,1,1
38,45913,12,0,0
42,45641,15,0,1
22,42376,17,0,0
57,51004,17,0,1
46,60215,13,0,0
29,67843,16,0,0
21,85226,14,0,1
47,49701,12,0,1
55,87373,17,0,1
32,56415,15,0,1
26,70766,15,0,0
36,77525,16,0,0
39,68285,15,0,1
51,44035,13,0,1
22,96059,15,1,1
34,82810,13,1,1
32,94086,15,1,1
28,88984,13,0,0
44,63934,15,0,0
33,81269,17,0,1
29,53327,16,1,1
58,50116,12,1,1
38,96760,17,1,1
29,95689,13,1,1
55,96861,12,0,1
22,45149,16,0,0
43,93786,17,1,1
56,64731,16,1,1
32,51805,14,0,1
54,80048,17,0,1
48,94148,16,0,0
33,97929,17,1,1
56,60942,13,1,1
30,47435,16,0,0
35,90930,17,0,0
56,94518,13,1,1
58,85144,17,0,1
50,58581,15,1,0
41,68265,15,0,0
23,54529,15,0,1
32,58464,14,0,1
38,68364,17,1,1
37,64064,14,1,1
50,67103,17,0,1
58,61147,13,0,1
40,68164,16,0,0
37,84604,13,0,0
52,68598,17,0,0
24,42159,12,1,1
55,42342,15,0,1
42,41458,17,0,1
23,63970,15,1,1
59,77187,13,0,1
47,61075,15,0,0
41,91558,15,1,1
59,93220,16,1,1
41,47733,17,1,1
38,95741,16,1,0
43,42929,14,0,0
35,55739,17,1,1
45,78660,16,0,1
34,82841,16,0,1
52,78229,16,0,0
44,89060,14,1,1
24,84509,16,1,1
36,66881,13,0,1
55,49147,16,0,1
38,64730,12,1,1
24,75101,12,1,1
43,51318,14,1,1
45,62978,16,0,1
48,75889,14,1,1
33,86299,13,1,1
35,59122,17,1,1
28,75704,16,1,1
48,97197,12,1,1
23,65693,15,1,0
20,57530,15,1,1
37,81291,17,0,0
33,48758,14,0,0
29,86592,14,1,1
32,48904,12,1,0
28,75035,14,1,1
39,54600,15,0,0
24,79590,13,0,1
31,65322,17,0,0
49,90868,15,1,1
51,78224,14,0,1
45,78541,15,0,0
52,54008,15,0,1
49,99043,17,0,1
25,59611,14,0,1
20,56407,17,1,0
33,40943,17,0,1
30,56245,15,1,0
47,94159,12,0,1
48,97522,15,1,1
24,75704,17,1,1
57,63869,16,0,1
51,47816,15,0,0
52,82705,12,0,0
37,52752,12,0,1
20,80856,12,1,0
26,47412,14,0,0
46,58999,17,0,1
32,81230,16,1,0
45,49552,14,0,1
42,96136,17,1,1
54,79673,14,1,1
53,44667,15,1,1
53,43159,16,0,0
32,59349,16,1,0
42,59658,16,1,1
54,61409,17,1,1
41,70520,16,0,1
30,69664,14,0,0
22,63270,12,0,1
30,60590,12,1,1
53,87055,14,1,1
50,74225,13,0,1
27,84649,17,0,1
48,80140,14,1,0
